fips,name,state,price_current,price_prior,growth_pct,period_current,period_prior,homes_sold_current_3mo
53017,Douglas County,WA,500612,468309,6.9,2026-03-31,2025-03-28,102
53021,Franklin County,WA,423346,433136,-2.26,2026-03-31,2025-03-28,193
53025,Grant County,WA,366528,361354,1.43,2026-03-31,2025-03-28,186
53027,Grays Harbor County,WA,332870,363099,-8.33,2026-03-31,2025-03-28,229
53029,Island County,WA,602872,585928,2.89,2026-03-31,2025-03-28,225
53031,Jefferson County,WA,571827,693519,-17.55,2026-03-31,2025-03-28,86
53033,King County,WA,850292,846538,0.44,2026-03-31,2025-03-28,4729
53035,Kitsap County,WA,560983,552097,1.61,2026-03-31,2025-03-28,700
53037,Kittitas County,WA,611460,508650,20.21,2026-03-31,2025-03-28,130
53041,Lewis County,WA,443567,436458,1.63,2026-03-31,2025-03-28,155
53045,Mason County,WA,464800,445215,4.4,2026-03-31,2025-03-28,140
53047,Okanogan County,WA,394672,361859,9.07,2026-03-31,2025-03-28,45
53049,Pacific County,WA,326785,370099,-11.7,2026-03-31,2025-03-28,68
53053,Pierce County,WA,567683,560176,1.34,2026-03-31,2025-03-28,2204
53055,San Juan County,WA,1014727,841132,20.64,2026-03-31,2025-03-28,33
53057,Skagit County,WA,611485,600907,1.76,2026-03-31,2025-03-28,282
53061,Snohomish County,WA,726800,745574,-2.52,2026-03-31,2025-03-28,1839
53063,Spokane County,WA,417102,416924,0.04,2026-03-31,2025-03-28,1369
53065,Stevens County,WA,398873,388093,2.78,2026-03-31,2025-03-28,83
53067,Thurston County,WA,529379,538063,-1.61,2026-03-31,2025-03-28,713
53071,Walla Walla County,WA,417049,443351,-5.93,2026-03-31,2025-03-28,122
53073,Whatcom County,WA,634990,622539,2.0,2026-03-31,2025-03-28,491
53075,Whitman County,WA,392220,406942,-3.62,2026-03-31,2025-03-28,82
53077,Yakima County,WA,375701,369484,1.68,2026-03-31,2025-03-28,340
54003,Berkeley County,WV,317343,307639,3.15,2026-03-31,2025-03-28,581
54009,Brooke County,WV,140105,150171,-6.7,2026-03-31,2025-03-28,38
54011,Cabell County,WV,175516,181375,-3.23,2026-03-31,2025-03-28,161
54025,Greenbrier County,WV,193618,255787,-24.3,2026-03-31,2025-03-28,60
54027,Hampshire County,WV,242158,268321,-9.75,2026-03-31,2025-03-28,57
54029,Hancock County,WV,153329,129009,18.85,2026-03-31,2025-03-28,52
54033,Harrison County,WV,197857,210228,-5.88,2026-03-31,2025-03-28,126
54037,Jefferson County,WV,387224,362219,6.9,2026-03-31,2025-03-28,269
54039,Kanawha County,WV,168894,173281,-2.53,2026-03-31,2025-03-28,235
54049,Marion County,WV,203894,197739,3.11,2026-03-31,2025-03-28,75
54051,Marshall County,WV,153577,135839,13.06,2026-03-31,2025-03-28,47
54057,Mineral County,WV,173585,189048,-8.18,2026-03-31,2025-03-28,53
54061,Monongalia County,WV,299617,298801,0.27,2026-03-31,2025-03-28,206
54065,Morgan County,WV,333830,318117,4.94,2026-03-31,2025-03-28,77
54069,Ohio County,WV,156394,144404,8.3,2026-03-31,2025-03-28,71
54075,Pocahontas County,WV,195794,203908,-3.98,2026-03-31,2025-03-28,33
54079,Putnam County,WV,294329,298215,-1.3,2026-03-31,2025-03-28,70
54081,Raleigh County,WV,176230,157500,11.89,2026-03-31,2025-03-28,115
54083,Randolph County,WV,200636,182233,10.1,2026-03-31,2025-03-28,33
54099,Wayne County,WV,145576,174454,-16.55,2026-03-31,2025-03-28,43
54107,Wood County,WV,176737,183529,-3.7,2026-03-31,2025-03-28,131
55001,Adams County,WI,245179,260184,-5.77,2026-03-31,2025-03-28,84
55003,Ashland County,WI,127440,142325,-10.46,2026-03-31,2025-03-28,35
55005,Barron County,WI,241700,262542,-7.94,2026-03-31,2025-03-28,76
55009,Brown County,WI,344247,324104,6.22,2026-03-31,2025-03-28,508
55013,Burnett County,WI,248850,275771,-9.76,2026-03-31,2025-03-28,50
55015,Calumet County,WI,366401,324617,12.87,2026-03-31,2025-03-28,122
55017,Chippewa County,WI,312919,289276,8.17,2026-03-31,2025-03-28,111
55019,Clark County,WI,184930,169857,8.87,2026-03-31,2025-03-28,57
55021,Columbia County,WI,330114,314408,5.0,2026-03-31,2025-03-28,108
55025,Dane County,WI,456506,432838,5.47,2026-03-31,2025-03-28,1201
55027,Dodge County,WI,287006,282273,1.68,2026-03-31,2025-03-28,165
55029,Door County,WI,487133,381968,27.53,2026-03-31,2025-03-28,75
55033,Dunn County,WI,282836,250766,12.79,2026-03-31,2025-03-28,67
55035,Eau Claire County,WI,282559,296386,-4.67,2026-03-31,2025-03-28,188
55039,Fond du Lac County,WI,253251,239515,5.73,2026-03-31,2025-03-28,192
55043,Grant County,WI,202348,190686,6.12,2026-03-31,2025-03-28,66
55045,Green County,WI,262581,274508,-4.34,2026-03-31,2025-03-28,80
55047,Green Lake County,WI,263940,223500,18.09,2026-03-31,2025-03-28,50
55049,Iowa County,WI,299625,334278,-10.37,2026-03-31,2025-03-28,40
55055,Jefferson County,WI,339145,312637,8.48,2026-03-31,2025-03-28,193
55057,Juneau County,WI,274736,241029,13.98,2026-03-31,2025-03-28,53
55059,Kenosha County,WI,309528,276753,11.84,2026-03-31,2025-03-28,314
55063,La Crosse County,WI,315780,307568,2.67,2026-03-31,2025-03-28,241
55069,Lincoln County,WI,232728,184207,26.34,2026-03-31,2025-03-28,58
55071,Manitowoc County,WI,240653,206814,16.36,2026-03-31,2025-03-28,163
55073,Marathon County,WI,273758,243147,12.59,2026-03-31,2025-03-28,248
55075,Marinette County,WI,197858,197624,0.12,2026-03-31,2025-03-28,74
55079,Milwaukee County,WI,269357,251724,7.0,2026-03-31,2025-03-28,1795
55081,Monroe County,WI,230812,251266,-8.14,2026-03-31,2025-03-28,64
55083,Oconto County,WI,260934,273430,-4.57,2026-03-31,2025-03-28,61
55085,Oneida County,WI,310876,279640,11.17,2026-03-31,2025-03-28,88
55087,Outagamie County,WI,315385,322578,-2.23,2026-03-31,2025-03-28,429
55089,Ozaukee County,WI,487274,453010,7.56,2026-03-31,2025-03-28,217
55093,Pierce County,WI,382950,340867,12.35,2026-03-31,2025-03-28,60
55095,Polk County,WI,303061,303974,-0.3,2026-03-31,2025-03-28,84
55097,Portage County,WI,274831,271387,1.27,2026-03-31,2025-03-28,117
55099,Price County,WI,252162,172272,46.37,2026-03-31,2025-03-28,37
55101,Racine County,WI,300685,268768,11.88,2026-03-31,2025-03-28,448
55105,Rock County,WI,275894,262700,5.02,2026-03-31,2025-03-28,395
55109,St. Croix County,WI,417981,392717,6.43,2026-03-31,2025-03-28,228
55111,Sauk County,WI,330287,316366,4.4,2026-03-31,2025-03-28,125
55113,Sawyer County,WI,313907,293349,7.01,2026-03-31,2025-03-28,43
55115,Shawano County,WI,224954,228723,-1.65,2026-03-31,2025-03-28,69
55117,Sheboygan County,WI,277324,277989,-0.24,2026-03-31,2025-03-28,241
55121,Trempealeau County,WI,318259,220351,44.43,2026-03-31,2025-03-28,46
55123,Vernon County,WI,256136,264359,-3.11,2026-03-31,2025-03-28,44
55125,Vilas County,WI,405092,460060,-11.95,2026-03-31,2025-03-28,65
55127,Walworth County,WI,397152,353506,12.35,2026-03-31,2025-03-28,240
55129,Washburn County,WI,286208,256886,11.41,2026-03-31,2025-03-28,36
55131,Washington County,WI,390052,362637,7.56,2026-03-31,2025-03-28,268
55133,Waukesha County,WI,474115,463709,2.24,2026-03-31,2025-03-28,853
55135,Waupaca County,WI,250948,224271,11.9,2026-03-31,2025-03-28,87
55137,Waushara County,WI,288449,257292,12.11,2026-03-31,2025-03-28,49
55139,Winnebago County,WI,284401,263196,8.06,2026-03-31,2025-03-28,389
55141,Wood County,WI,229227,195527,17.24,2026-03-31,2025-03-28,147
56001,Albany County,WY,397350,387596,2.52,2026-03-31,2025-03-28,50
56013,Fremont County,WY,331268,313348,5.72,2026-03-31,2025-03-28,69
56021,Laramie County,WY,386105,380222,1.55,2026-03-31,2025-03-28,352
56023,Lincoln County,WY,520709,533471,-2.39,2026-03-31,2025-03-28,55
56025,Natrona County,WY,311014,310145,0.28,2026-03-31,2025-03-28,251
56029,Park County,WY,445850,443435,0.54,2026-03-31,2025-03-28,70
56033,Sheridan County,WY,398303,435763,-8.6,2026-03-31,2025-03-28,84
56037,Sweetwater County,WY,320097,280473,14.13,2026-03-31,2025-03-28,77
56039,Teton County,WY,3200558,2770185,15.54,2026-03-31,2025-03-28,52
